"resourcename","resourcetype","resourcegroup","subscriptionname","recommendationdisplayname","state","severity"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"sqliaasextension","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10040-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10040-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10041-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10041-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10042-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10042-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10043-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10043-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10044-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10044-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10045-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10045-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10046-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10046-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10047-dsc","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10047-rapid7-agent","virtualmachines","st-sapprj-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"sqliaasextension","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10058-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10058-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"sqliaasextension","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10059-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10059-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10060-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10060-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10061-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10061-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10062-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10062-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10063-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10063-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10064-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10064-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10065-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10065-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10066-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10066-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10067-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10067-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10068-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10068-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10069-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10069-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10070-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10070-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10071-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10071-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10072-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10072-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10074-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10074-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azurecatextensionhandler","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10075-dsc","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st3w10075-rapid7-agent","virtualmachines","st-sapprj-test-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-starlims-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"microsoft.powershell.dsc","virtualmachines","st-starlims-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-storm-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"microsoft.powershell.dsc","virtualmachines","st-storm-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-storm-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"microsoft.powershell.dsc","virtualmachines","st-storm-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"azureperformancediagnostics","virtualmachines","st-storm-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-storm-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-storm-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-storm-uat-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"microsoft.powershell.dsc","virtualmachines","st-storm-uat-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-stuca-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-stuca-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-swim-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"microsoft.powershell.dsc","virtualmachines","st-swim-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-swim-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-swim-devtest-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"microsoft.powershell.dsc","virtualmachines","st-symantecpoc-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"dscforlinux","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4l10156-rapid7-insight-agent-linux","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4l10156-symantec-agent","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"dscforlinux","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4l10157-rapid7-insight-agent-linux","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4l10157-symantec-agent","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"config-pre-join-domain","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"dsc","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"join-stwater-domain","virtualmachines","st-target-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10134-domain-join","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10134-pre-domain-join","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10134-rapid7-insight-agent-windows","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10151-domain-join","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10151-pre-domain-join","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10151-rapid7-insight-agent-windows","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10152-domain-join","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10152-pre-domain-join","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st4w10152-rapid7-insight-agent-windows","virtualmachines","st-tosca-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentlinux","virtualmachines","st-totalview-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"insightagentwindows","virtualmachines","st-totalview-preprod-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"dscforlinux","virtualmachines","st-vmautopoc-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"enablevmaccess","virtualmachines","st-vmautopoc-dev-neu-rg","non-production","only approved vm extensions should be installed","unhealthy","low"
"st1w3434","virtualmachines","st-access_control-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w3436","virtualmachines","st-access_control-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10006","virtualmachines","st-biophase4-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w3564","virtualmachines","st-blueprism-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10023","virtualmachines","st-chatbots-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10200","virtualmachines","st-cmpautotest-ss-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w0826","virtualmachines","st-condeco-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10146","virtualmachines","st-ctxcloudconnectors-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10147","virtualmachines","st-ctxcloudconnectors-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10081","virtualmachines","st-ctxmgmt-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10082","virtualmachines","st-ctxmgmt-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10138","virtualmachines","st-ctxmgmt-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10054","virtualmachines","st-datastore-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10056","virtualmachines","st-datastore-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10057","virtualmachines","st-datastore-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10055","virtualmachines","st-datastore-prod-weu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10061","virtualmachines","st-datastore-prod-weu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w3054","virtualmachines","st-dwsp-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10030","virtualmachines","st-epp-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10145","virtualmachines","st-igel-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3330","virtualmachines","st-jmeter-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3331","virtualmachines","st-jmeter-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3332","virtualmachines","st-jmeter-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10121","virtualmachines","st-jumpbox-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10024","virtualmachines","st-monitoring-ss-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1l10080","virtualmachines","st-netbase-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10076","virtualmachines","st-netbase-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10077","virtualmachines","st-netbase-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10078","virtualmachines","st-netbase-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10079","virtualmachines","st-netbase-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1l10085","virtualmachines","st-netbase-prod-weu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10089","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10090","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10091","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10092","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10093","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10137","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10139","virtualmachines","st-pki-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w2732","virtualmachines","st-printandfile-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w2733","virtualmachines","st-printandfile-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w2734","virtualmachines","st-printandfile-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w2744-migrated","virtualmachines","st-printandfile-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10058","virtualmachines","st-safeq-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10059","virtualmachines","st-safeq-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10060","virtualmachines","st-safeq-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10073","virtualmachines","st-sapss-dev-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10048","virtualmachines","st-sapss-dev-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10049","virtualmachines","st-sapss-dev-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w3349","virtualmachines","st-storm-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w10160","virtualmachines","st-tableau-prod-neu-rg","production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3510","virtualmachines","sp2016spike","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3511","virtualmachines","sp2016spike","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10083","virtualmachines","sp2016spike","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3044","virtualmachines","st-agentcardpayment-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3044","virtualmachines","st-agentcardpayment-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10155","virtualmachines","st-azuredevops-agents","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3307m-test","virtualmachines","st-azuremigrate-prod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10008","virtualmachines","st-biophase4-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10005","virtualmachines","st-biophase4-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3560","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3561","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
